time;V(2)
2.015895692;0.994761370
2.015918367;0.844298649
2.015941043;0.165612260
2.015963719;0.136854661
2.015986395;0.124694536
2.016009070;0.117262366
2.016031746;0.112089738
2.016054422;0.108231475
2.016077098;0.105229187
2.016099773;0.102825507
2.016122449;0.100861795
2.016145125;0.099233689
2.016167800;0.097869129
2.016190476;0.096725829
2.016213152;0.095745549
2.016235828;0.094910729
2.016258503;0.094199311
2.016281179;0.093594132
2.016303855;0.093081714
2.016326531;0.092651424
2.016349206;0.092294851
2.016371882;0.092005381
2.016394558;0.091777873
2.016417234;0.091601394
2.016439909;0.091489617
2.016462585;0.091431044
2.016485261;0.091426192
2.016507937;0.091470742
2.016530612;0.091569687
2.016553288;0.091723231
2.016575964;0.091933947
2.016598639;0.092195619
2.016621315;0.092530654
2.016643991;0.092937427
2.016666667;0.093423821
2.016689342;0.093999829
2.016712018;0.094678102
2.016734694;0.095474740
2.016757370;0.096410391
2.016780045;0.097511878
2.016802721;0.098814634
2.016825397;0.100366447
2.016848073;0.102233569
2.016870748;0.104511048
2.016893424;0.107341562
2.016916100;0.110952583
2.016938776;0.115738800
2.016961451;0.122477525
2.016984127;0.133062754
2.017006803;0.154737615
2.017029478;0.563569716
2.017052154;0.986149282
2.017074830;1.010289089
2.017097506;1.022502554
2.017120181;1.030656682
2.017142857;1.036722805
2.017165533;1.041516383
2.017188209;1.045444491
2.017210884;1.048742160
2.017233560;1.051557339
2.017256236;1.053989166
2.017278912;1.056107260
2.017301587;1.057962349
2.017324263;1.059590591
2.017346939;1.061025203
2.017369615;1.062286768
2.017392290;1.063393365
2.017414966;1.064359483
2.017437642;1.065196806
2.017460317;1.065914795
2.017482993;1.066521088
2.017505669;1.067021827
2.017528345;1.067421872
2.017551020;1.067724963
2.017573696;1.067933860
2.017596372;1.068050412
2.017619048;1.068075619
2.017641723;1.068009658
2.017664399;1.067851898
2.017687075;1.067600865
2.017709751;1.067254221
2.017732426;1.066808668
2.017755102;1.066259866
2.017777778;1.065602279
2.017800454;1.064828974
2.017823129;1.063931362
2.017845805;1.062898831
2.017868481;1.061718261
2.017891156;1.060373334
2.017913832;1.058843575
2.017936508;1.057100732
2.017959184;1.055115153
2.017981859;1.052840642
2.018004535;1.050217145
2.018027211;1.047160662
2.018049887;1.043548650
2.018072562;1.039192295
2.018095238;1.033778143
2.018117914;1.026726991
2.018140590;1.016762059
2.018163265;1.000073115
2.018185941;0.943702937
2.018208617;0.180689401
2.018231293;0.140533352
2.018253968;0.126666677
2.018276644;0.118533696
2.018299320;0.112996353
2.018321995;0.108913407
2.018344671;0.105759800
2.018367347;0.103247916
2.018390023;0.101203407
2.018412698;0.099512913
2.018435374;0.098098874
2.018458050;0.096915846
2.018480726;0.095902301
2.018503401;0.095039485
2.018526077;0.094304121
2.018548753;0.093678140
2.018571429;0.093147378
2.018594104;0.092700664
2.018616780;0.092329162
2.018639456;0.092025912
2.018662132;0.091785481
2.018684807;0.091596120
2.018707483;0.091472458
2.018730159;0.091402173
2.018752834;0.091388587
2.018775510;0.091418203
2.018798186;0.091504831
2.018820862;0.091645439
2.018843537;0.091842386
2.018866213;0.092089644
2.018888889;0.092408425
2.018911565;0.092797187
2.018934240;0.093263365
2.018956916;0.093816393
2.018979592;0.094468213
2.019002268;0.095233988
2.019024943;0.096133121
2.019047619;0.097190735
2.019070295;0.098439857
2.019092971;0.099924791
2.019115646;0.101706498
2.019138322;0.103871637
2.019160998;0.106548701
2.019183673;0.109939170
2.019206349;0.114384425
2.019229025;0.120532593
2.019251701;0.129863619
2.019274376;0.147205460
2.019297052;0.272215813
2.019319728;0.973922926
2.019342404;1.006022678
2.019365079;1.019929727
2.019387755;1.028820619
2.019410431;1.035299131
2.019433107;1.040358299
2.019455782;1.044472529
2.019478458;1.047908532
2.019501134;1.050831090
2.019523810;1.053349108
2.019546485;1.055538273
2.019569161;1.057453275
2.019591837;1.059134847
2.019614512;1.060612444
2.019637188;1.061913795
2.019659864;1.063056077
2.019682540;1.064054574
2.019705215;1.064921600
2.019727891;1.065667112
2.019750567;1.066299166
2.019773243;1.066824241
2.019795918;1.067247487
2.019818594;1.067572901
2.019841270;1.067803466
2.019863946;1.067941240
2.019886621;1.067987415
2.019909297;1.067942355
2.019931973;1.067805611
2.019954649;1.067575904
2.019977324;1.067251086
2.020000000;1.066828081
2.020022676;1.066302782
2.020045351;1.065669924
2.020068027;1.064922888
2.020090703;1.064053467
2.020113379;1.063051509
2.020136054;1.061904472
2.020158730;1.060596773
2.020181406;1.059108909
2.020204082;1.057416163
2.020226757;1.055484095
2.020249433;1.053275586
2.020272109;1.050732258
2.020294785;1.047776035
2.020317460;1.044294121
2.020340136;1.040114910
2.020362812;1.034958516
2.020385488;1.028321087
2.020408163;1.019139017
2.020430839;1.004506378
2.020453515;0.967882516
2.020476190;0.217184792
2.020498866;1.240988763
2.020521542;0.293002798
2.020544218;0.545827673
2.020566893;1.136490557
2.020589569;1.514179741
2.020612245;1.672598160
2.020634921;0.311024795
2.020657596;0.101579640
2.020680272;0.099827670
2.020702948;0.098360925
2.020725624;0.097125535
2.020748299;0.096086860
2.020770975;0.095194473
2.020793651;0.094433867
2.020816327;0.093786021
2.020839002;0.093236039
2.020861678;0.092772182
2.020884354;0.092385166
2.020907029;0.092067664
2.020929705;0.091813942
2.020952381;0.091611428
2.020975057;0.091475688
2.020997732;0.091393585
2.021020408;0.091371267
2.021043084;0.091380537
2.021065760;0.091460450
2.021088435;0.091588330
2.021111111;0.091771830
2.021133787;0.092005119
2.021156463;0.092308194
2.021179138;0.092679627
2.021201814;0.093126432
2.021224490;0.093657520
2.021247166;0.094284161
2.021269841;0.095020650
2.021292517;0.095885240
2.021315193;0.096901477
2.021337868;0.098100199
2.021360544;0.099522538
2.021383220;0.101224706
2.021405896;0.103285915
2.021428571;0.105822281
2.021451247;0.109013086
2.021473923;0.113155605
2.021496599;0.118796082
2.021519274;0.127118650
2.021541950;0.141525880
2.021564626;0.186804257
2.021587302;0.951685587
2.021609977;1.001012622
2.021632653;1.017141495
2.021655329;1.026904524
2.021678005;1.033848829
2.021700680;1.039200096
2.021723356;1.043515453
2.021746032;1.047099084
2.021768707;1.050135164
2.021791383;1.052743646
2.021814059;1.055006967
2.021836735;1.056984179
2.021859410;1.058718961
2.021882086;1.060242767
2.021904762;1.061584972
2.021927438;1.062763782
2.021950113;1.063795327
2.021972789;1.064692579
2.021995465;1.065466029
2.022018141;1.066124157
2.022040816;1.066673792
2.022063492;1.067120392
2.022086168;1.067468212
2.022108844;1.067720468
2.022131519;1.067879426
2.022154195;1.067946475
2.022176871;1.067922168
2.022199546;1.067806238
2.022222222;1.067597597
2.022244898;1.067294293
2.022267574;1.066893457
2.022290249;1.066391219
2.022312925;1.065782580
2.022335601;1.065061222
2.022358277;1.064219304
2.022380952;1.063247120
2.022403628;1.062132675
2.022426304;1.060861094
2.022448980;1.059413783
2.022471655;1.057767256
2.022494331;1.055888862
2.022517007;1.053743676
2.022539683;1.051276920
2.022562358;1.048415913
2.022585034;1.045056604
2.022607710;1.041042595
2.022630385;1.036122965
2.022653061;1.029856666
2.022675737;1.021347957
2.022698413;1.008323952
2.022721088;0.980683622
2.022743764;0.408003106
2.022766440;0.467081917
2.022789116;1.677737948
2.022811791;1.632713781
2.022834467;0.479026456
2.022857143;6.142916306
2.022879819;1.389132327
2.022902494;0.104215009
2.022925170;0.101985057
2.022947846;0.100157170
2.022970522;0.098634849
2.022993197;0.097354717
2.023015873;0.096279627
2.023038549;0.095356438
2.023061224;0.094569648
2.023083900;0.093899200
2.023106576;0.093329421
2.023129252;0.092847967
2.023151927;0.092445083
2.023174603;0.092113062
2.023197279;0.091845852
2.023219955;0.091638783
2.023242630;0.091482105
2.023265306;0.091388198
2.023287982;0.091346733
2.023310658;0.091354357
2.023333333;0.091419460
2.023356009;0.091534827
2.023378685;0.091705125
2.023401361;0.091933200
2.023424036;0.092212526
2.023446712;0.092567125
2.023469388;0.092995180
2.023492063;0.093505103
2.023514739;0.094107540
2.023537415;0.094815976
2.023560091;0.095647595
2.023582766;0.096624505
2.023605442;0.097775532
2.023628118;0.099138939
2.023650794;0.100766684
2.023673469;0.102731385
2.023696145;0.105138347
2.023718821;0.108147903
2.023741497;0.112020709
2.023764172;0.117221980
2.023786848;0.124725455
2.023809524;0.137008990
2.023832200;0.166599490
2.023854875;0.858367930
2.023877551;0.994842375
2.023900227;1.014022081
2.023922902;1.024828326
2.023945578;1.032312861
2.023968254;1.037986412
2.023990930;1.042519423
2.024013605;1.046260647
2.024036281;1.049416701
2.024058957;1.052120045
2.024081633;1.054460648
2.024104308;1.056502359
2.024126984;1.058292079
2.024149660;1.059863418
2.024172336;1.061247521
2.024195011;1.062463684
2.024217687;1.063528942
2.024240363;1.064456965
2.024263039;1.065258787
2.024285714;1.065943345
2.024308390;1.066517837
2.024331066;1.066988027
2.024353741;1.067358448
2.024376417;1.067632544
2.024399093;1.067812794
2.024421769;1.067900793
2.024444444;1.067897282
2.024467120;1.067802179
2.024489796;1.067614585
2.024512472;1.067332739
2.024535147;1.066953983
2.024557823;1.066474676
2.024580499;1.065890072
2.024603175;1.065194161
2.024625850;1.064379446
2.024648526;1.063436650
2.024671202;1.062354311
2.024693878;1.061118220
2.024716553;1.059710657
2.024739229;1.058109287
2.024761905;1.056283157
2.024784580;1.054199373
2.024807256;1.051806500
2.024829932;1.049036793
2.024852608;1.045794132
2.024875283;1.041935659
2.024897959;1.037235694
2.024920635;1.031306254
2.024943311;1.023391408
2.024965986;1.011663646
2.024988662;0.989364825
2.025011338;0.659565376
2.025034014;0.157850712
2.025056689;0.134243946
2.025079365;0.123170200
2.025102041;0.116210889
2.025124717;0.111298646
2.025147392;0.107604598
2.025170068;0.104714722
2.025192744;0.102392380
2.025215420;0.100489946
2.025238095;0.098909429
2.025260771;0.097582724
2.025283447;0.096469935
2.025306122;0.095514985
2.025328798;0.094701309
2.025351474;0.094007745
2.025374150;0.093417788
2.025396825;0.092918463
2.025419501;0.092499517
2.025442177;0.092152841
2.025464853;0.091872059
2.025487528;0.091652221
2.025510204;0.091482789
2.025532880;0.091377070
2.025555556;0.091323935
2.025578231;0.091322793
2.025600907;0.091372998
2.025623583;0.091476005
2.025646259;0.091633297
2.025668934;0.091847495
2.025691610;0.092112265
2.025714286;0.092450409
2.025736961;0.092860186
2.025759637;0.093349535
2.025782313;0.093928520
2.025804989;0.094609869
2.025827664;0.095409775
2.025850340;0.096349012
2.025873016;0.097454570
2.025895692;0.098762102
2.025918367;0.100319731
2.025941043;0.102194203
2.025963719;0.104481361
2.025986395;0.107325220
2.026009070;0.110955747
2.026031746;0.115772819
2.026054422;0.122566669
2.026077098;0.133274745
2.026099773;0.155428580
2.026122449;0.587551630
2.026145125;0.986779295
2.026167800;1.010457427
2.026190476;1.022552330
2.026213152;1.030650038
2.026235828;1.036682168
2.026258503;1.041452206
2.026281179;1.045362531
2.026303855;1.048645916
2.026326531;1.051449096
2.026349206;1.053870494
2.026371882;1.055979273
2.026394558;1.057825857
