# index;voltage_out
9729;-0.00098624
9730;-0.000978647
9731;-0.000971315
9732;-0.00096427
9733;-0.000957542
9734;-0.000951156
9735;-0.000945138
9736;-0.00093951
9737;-0.000934296
9738;-0.000929516
9739;-0.000925187
9740;-0.000921328
9741;-0.000917954
9742;-0.000915076
9743;-0.000912708
9744;-0.000910857
9745;-0.000909532
9746;-0.000908736
9747;-0.000908474
9748;-0.000908746
9749;-0.000909551
9750;-0.000910886
9751;-0.000912745
9752;-0.00091512
9753;-0.000918003
9754;-0.000921382
9755;-0.000925244
9756;-0.000929572
9757;-0.00093435
9758;-0.00093956
9759;-0.000945179
9760;-0.000951187
9761;-0.000957559
9762;-0.000964271
9763;-0.000971294
9764;-0.000978603
9765;-0.000986168
9766;-0.000993958
9767;-0.00100194
9768;-0.00101009
9769;-0.00101837
9770;-0.00102675
9771;-0.0010352
9772;-0.00104368
9773;-0.00105216
9774;-0.0010606
9775;-0.00106898
9776;-0.00107725
9777;-0.00108539
9778;-0.00109337
9779;-0.00110115
9780;-0.0011087
9781;-0.00111599
9782;-0.001123
9783;-0.0011297
9784;-0.00113606
9785;-0.00114205
9786;-0.00114765
9787;-0.00115284
9788;-0.0011576
9789;-0.00116191
9790;-0.00116576
9791;-0.00116912
9792;-0.00117199
9793;-0.00117435
9794;-0.00117619
9795;-0.00117751
9796;-0.0011783
9797;-0.00117857
9798;-0.00117829
9799;-0.00117749
9800;-0.00117616
9801;-0.0011743
9802;-0.00117192
9803;-0.00116904
9804;-0.00116566
9805;-0.0011618
9806;-0.00115747
9807;-0.00115269
9808;-0.00114748
9809;-0.00114185
9810;-0.00113584
9811;-0.00112945
9812;-0.00112272
9813;-0.00111568
9814;-0.00110835
9815;-0.00110076
9816;-0.00109294
9817;-0.00108492
9818;-0.00107673
9819;-0.0010684
9820;-0.00105997
9821;-0.00105147
9822;-0.00104293
9823;-0.00103439
9824;-0.00102588
9825;-0.00101743
9826;-0.00100907
9827;-0.00100085
9828;-0.00099278
9829;-0.000984906
9830;-0.000977256
9831;-0.000969858
9832;-0.000962742
9833;-0.000955937
9834;-0.000949467
9835;-0.00094336
9836;-0.000937638
9837;-0.000932324
9838;-0.000927439
9839;-0.000923002
9840;-0.000919031
9841;-0.00091554
9842;-0.000912544
9843;-0.000910054
9844;-0.00090808
9845;-0.000906629
9846;-0.000905707
9847;-0.000905318
9848;-0.000905462
9849;-0.00090614
9850;-0.000907348
9851;-0.000909082
9852;-0.000911334
9853;-0.000914096
9854;-0.000917356
9855;-0.000921102
9856;-0.000925318
9857;-0.000929988
9858;-0.000935093
9859;-0.000940614
9860;-0.000946527
9861;-0.00095281
9862;-0.000959438
9863;-0.000966385
9864;-0.000973623
9865;-0.000981123
9866;-0.000988856
9867;-0.000996791
9868;-0.0010049
9869;-0.00101314
9870;-0.00102149
9871;-0.00102992
9872;-0.00103838
9873;-0.00104685
9874;-0.0010553
9875;-0.00106368
9876;-0.00107197
9877;-0.00108014
9878;-0.00108815
9879;-0.00109597
9880;-0.00110356
9881;-0.00111091
9882;-0.00111798
9883;-0.00112474
9884;-0.00113117
9885;-0.00113723
9886;-0.00114292
9887;-0.0011482
9888;-0.00115305
9889;-0.00115746
9890;-0.0011614
9891;-0.00116487
9892;-0.00116784
9893;-0.00117031
9894;-0.00117227
9895;-0.0011737
9896;-0.00117461
9897;-0.00117499
9898;-0.00117483
9899;-0.00117414
9900;-0.00117292
9901;-0.00117118
9902;-0.00116892
9903;-0.00116614
9904;-0.00116287
9905;-0.00115912
9906;-0.00115489
9907;-0.0011502
9908;-0.00114508
9909;-0.00113954
9910;-0.00113361
9911;-0.0011273
9912;-0.00112065
9913;-0.00111367
9914;-0.0011064
9915;-0.00109887
9916;-0.00109109
9917;-0.00108311
9918;-0.00107495
9919;-0.00106665
9920;-0.00105824
9921;-0.00104975
9922;-0.00104122
9923;-0.00103267
9924;-0.00102415
9925;-0.00101568
9926;-0.0010073
9927;-0.000999036
9928;-0.000990928
9929;-0.000983006
9930;-0.000975299
9931;-0.000967839
9932;-0.000960653
9933;-0.000953772
9934;-0.000947221
9935;-0.000941025
9936;-0.000935211
9937;-0.000929799
9938;-0.000924811
9939;-0.000920267
9940;-0.000916184
9941;-0.000912579
9942;-0.000909465
9943;-0.000906854
9944;-0.000904757
9945;-0.000903182
9946;-0.000902134
9947;-0.000901619
9948;-0.000901636
9949;-0.000902187
9950;-0.00090327
9951;-0.000904878
9952;-0.000907007
9953;-0.000909647
9954;-0.000912789
9955;-0.000916418
9956;-0.000920522
9957;-0.000925083
9958;-0.000930084
9959;-0.000935504
9960;-0.000941322
9961;-0.000947516
9962;-0.00095406
9963;-0.000960928
9964;-0.000968094
9965;-0.000975528
9966;-0.000983203
9967;-0.000991086
9968;-0.000999148
9969;-0.00100736
9970;-0.00101568
9971;-0.00102408
9972;-0.00103253
9973;-0.00104099
9974;-0.00104944
9975;-0.00105783
9976;-0.00106614
9977;-0.00107432
9978;-0.00108236
9979;-0.00109022
9980;-0.00109786
9981;-0.00110526
9982;-0.00111238
9983;-0.00111921
9984;-0.00112571
9985;-0.00113185
9986;-0.00113762
9987;-0.00114298
9988;-0.00114793
9989;-0.00115243
9990;-0.00115647
9991;-0.00116004
9992;-0.00116312
9993;-0.0011657
9994;-0.00116777
9995;-0.00116931
9996;-0.00117034
9997;-0.00117083
9998;-0.00117079
9999;-0.00117021
10000;-0.00116911
10001;-0.00116748
10002;-0.00116533
10003;-0.00116267
10004;-0.00115951
10005;-0.00115586
10006;-0.00115173
10007;-0.00114714
10008;-0.00114212
10009;-0.00113667
10010;-0.00113082
10011;-0.00112459
10012;-0.00111802
10013;-0.00111111
10014;-0.0011039
10015;-0.00109642
10016;-0.00108869
10017;-0.00108075
10018;-0.00107263
10019;-0.00106436
10020;-0.00105597
10021;-0.00104749
10022;-0.00103896
10023;-0.00103041
10024;-0.00102188
10025;-0.00101339
10026;-0.00100499
10027;-0.000996693
10028;-0.000988546
10029;-0.000980576
10030;-0.000972816
10031;-0.000965294
10032;-0.000958042
10033;-0.000951086
10034;-0.000944455
10035;-0.000938174
10036;-0.000932268
10037;-0.000926759
10038;-0.00092167
10039;-0.00091702
10040;-0.000912828
10041;-0.000909109
10042;-0.000905878
10043;-0.000903148
10044;-0.000900929
10045;-0.00089923
10046;-0.000898058
10047;-0.000897416
10048;-0.000897307
10049;-0.000897732
10050;-0.000898688
10051;-0.000900172
10052;-0.000902177
10053;-0.000904696
10054;-0.000907718
10055;-0.000911231
10056;-0.000915222
10057;-0.000919674
10058;-0.000924569
10059;-0.000929889
10060;-0.000935611
10061;-0.000941714
10062;-0.000948173
10063;-0.000954962
10064;-0.000962055
10065;-0.000969423
10066;-0.000977038
10067;-0.000984868
10068;-0.000992884
10069;-0.00100105
10070;-0.00100934
10071;-0.00101772
10072;-0.00102615
10073;-0.00103461
10074;-0.00104305
10075;-0.00105145
10076;-0.00105977
10077;-0.00106798
10078;-0.00107605
10079;-0.00108394
10080;-0.00109163
10081;-0.00109907
10082;-0.00110626
10083;-0.00111314
10084;-0.00111971
10085;-0.00112593
10086;-0.00113178
10087;-0.00113723
10088;-0.00114226
10089;-0.00114686
10090;-0.001151
10091;-0.00115467
10092;-0.00115786
10093;-0.00116055
10094;-0.00116273
10095;-0.00116439
10096;-0.00116552
10097;-0.00116613
10098;-0.00116621
10099;-0.00116575
10100;-0.00116476
10101;-0.00116325
10102;-0.00116121
10103;-0.00115866
10104;-0.00115561
10105;-0.00115206
10106;-0.00114804
10107;-0.00114355
10108;-0.00113862
10109;-0.00113327
10110;-0.0011275
10111;-0.00112136
10112;-0.00111485
10113;-0.00110802
10114;-0.00110087
10115;-0.00109345
10116;-0.00108577
10117;-0.00107788
10118;-0.00106979
10119;-0.00106155
10120;-0.00105318
10121;-0.00104472
10122;-0.0010362
10123;-0.00102765
10124;-0.00101911
10125;-0.00101061
10126;-0.00100218
10127;-0.000993855
10128;-0.00098567
10129;-0.000977656
10130;-0.000969843
10131;-0.000962263
10132;-0.000954945
10133;-0.000947917
10134;-0.000941208
10135;-0.000934842
10136;-0.000928846
10137;-0.000923243
10138;-0.000918054
10139;-0.000913299
10140;-0.000908998
10141;-0.000905167
10142;-0.00090182
10143;-0.000898972
10144;-0.000896632
10145;-0.00089481
10146;-0.000893513
10147;-0.000892746
10148;-0.000892511
10149;-0.00089281
10150;-0.000893641
10151;-0.000895
10152;-0.000896882
10153;-0.000899279
10154;-0.000902182
10155;-0.000905578
10156;-0.000909456
10157;-0.000913798
10158;-0.000918587
10159;-0.000923806
10160;-0.000929432
10161;-0.000935443
10162;-0.000941816
10163;-0.000948525
10164;-0.000955544
10165;-0.000962844
10166;-0.000970398
10167;-0.000978174
10168;-0.000986143
10169;-0.000994272
10170;-0.00100253
10171;-0.00101088
10172;-0.0010193
10173;-0.00102774
10174;-0.00103618
10175;-0.00104459
10176;-0.00105292
10177;-0.00106115
10178;-0.00106925
10179;-0.00107717
10180;-0.0010849
10181;-0.0010924
10182;-0.00109963
10183;-0.00110658
10184;-0.00111322
10185;-0.00111951
10186;-0.00112544
10187;-0.00113097
10188;-0.0011361
10189;-0.00114079
10190;-0.00114503
10191;-0.0011488
10192;-0.0011521
10193;-0.00115489
10194;-0.00115718
10195;-0.00115896
10196;-0.00116021
10197;-0.00116093
10198;-0.00116112
10199;-0.00116078
10200;-0.00115991
10201;-0.00115851
10202;-0.00115659
10203;-0.00115415
10204;-0.00115121
10205;-0.00114777
10206;-0.00114385
10207;-0.00113947
10208;-0.00113463
10209;-0.00112937
10210;-0.00112369
10211;-0.00111763
10212;-0.0011112
10213;-0.00110444
10214;-0.00109736
10215;-0.00108999
10216;-0.00108237
10217;-0.00107452
10218;-0.00106648
10219;-0.00105827
10220;-0.00104992
10221;-0.00104148
10222;-0.00103297
10223;-0.00102442
10224;-0.00101587
10225;-0.00100736
10226;-0.000998908
10227;-0.000990556
10228;-0.000982336
10229;-0.000974279
10230;-0.000966416
10231;-0.000958779
10232;-0.000951397
10233;-0.000944299
10234;-0.000937513
10235;-0.000931065
10236;-0.000924981
10237;-0.000919284
10238;-0.000913996
10239;-0.000909139
10240;-0.00090473
10241;-0.000900788
10242;-0.000897327
10243;-0.000894361
10244;-0.000891901
10245;-0.000889957
10246;-0.000888536
10247;-0.000887644
10248;-0.000887284
10249;-0.000887457
10250;-0.000888162
10251;-0.000889397
10252;-0.000891155
10253;-0.000893431
10254;-0.000896214
10255;-0.000899494
10256;-0.000903258
10257;-0.00090749
10258;-0.000912173
10259;-0.000917289
10260;-0.000922818
10261;-0.000928737
10262;-0.000935023
10263;-0.000941651
10264;-0.000948595
10265;-0.000955827
10266;-0.000963318
10267;-0.000971039
10268;-0.000978959
10269;-0.000987047
10270;-0.00099527
10271;-0.0010036
10272;-0.00101199
10273;-0.00102043
10274;-0.00102887
10275;-0.00103727
10276;-0.00104562
10277;-0.00105387
10278;-0.00106199
10279;-0.00106995
10280;-0.00107771
10281;-0.00108526
10282;-0.00109255
10283;-0.00109956
10284;-0.00110626
10285;-0.00111263
10286;-0.00111863
10287;-0.00112425
10288;-0.00112947
10289;-0.00113425
10290;-0.00113859
10291;-0.00114247
10292;-0.00114586
10293;-0.00114877
10294;-0.00115117
10295;-0.00115305
10296;-0.00115442
10297;-0.00115526
10298;-0.00115557
10299;-0.00115534
10300;-0.00115459
10301;-0.0011533
10302;-0.0011515
10303;-0.00114917
10304;-0.00114634
10305;-0.00114301
10306;-0.0011392
10307;-0.00113491
10308;-0.00113018
10309;-0.00112501
10310;-0.00111942
10311;-0.00111344
10312;-0.0011071
10313;-0.0011004
10314;-0.00109339
10315;-0.00108609
10316;-0.00107852
10317;-0.00107072
10318;-0.00106272
10319;-0.00105454
10320;-0.00104622
10321;-0.0010378
10322;-0.0010293
10323;-0.00102076
10324;-0.0010122
10325;-0.00100368
10326;-0.000995208
10327;-0.00098683
10328;-0.000978576
10329;-0.000970478
10330;-0.000962567
10331;-0.000954875
10332;-0.000947431
10333;-0.000940265
10334;-0.000933404
10335;-0.000926876
10336;-0.000920705
10337;-0.000914916
10338;-0.000909531
10339;-0.000904572
10340;-0.000900057
10341;-0.000896005
10342;-0.000892431
10343;-0.000889348
10344;-0.000886769
10345;-0.000884704
10346;-0.00088316
10347;-0.000882144
10348;-0.000881659
10349;-0.000881706
10350;-0.000882286
10351;-0.000883396
10352;-0.000885031
10353;-0.000887185
10354;-0.000889849
10355;-0.000893012
10356;-0.000896661
10357;-0.000900782
10358;-0.000905359
10359;-0.000910372
10360;-0.000915803
10361;-0.000921629
10362;-0.000927828
10363;-0.000934374
10364;-0.000941241
10365;-0.000948403
10366;-0.000955831
10367;-0.000963496
10368;-0.000971366
10369;-0.000979411
10370;-0.000987599
10371;-0.000995898
10372;-0.00100427
10373;-0.0010127
10374;-0.00102113
10375;-0.00102954
10376;-0.00103789
10377;-0.00104616
10378;-0.0010543
10379;-0.0010623
10380;-0.0010701
10381;-0.00107769
10382;-0.00108504
10383;-0.00109211
10384;-0.00109887
10385;-0.00110531
10386;-0.00111139
10387;-0.0011171
10388;-0.0011224
10389;-0.00112728
10390;-0.00113172
10391;-0.00113569
10392;-0.00113919
10393;-0.00114221
10394;-0.00114472
10395;-0.00114672
10396;-0.0011482
10397;-0.00114915
10398;-0.00114957
10399;-0.00114947
10400;-0.00114883
10401;-0.00114766
10402;-0.00114597
10403;-0.00114376
10404;-0.00114104
10405;-0.00113782
10406;-0.00113411
10407;-0.00112993
10408;-0.0011253
10409;-0.00112022
10410;-0.00111473
10411;-0.00110883
10412;-0.00110257
10413;-0.00109595
10414;-0.00108901
10415;-0.00108177
10416;-0.00107425
10417;-0.0010665
10418;-0.00105854
10419;-0.0010504
10420;-0.00104211
10421;-0.00103371
10422;-0.00102522
10423;-0.00101668
10424;-0.00100813
10425;-0.000999596
10426;-0.000991111
10427;-0.000982709
10428;-0.000974423
10429;-0.000966286
10430;-0.000958329
10431;-0.000950583
10432;-0.000943079
10433;-0.000935846
10434;-0.000928913
10435;-0.000922305
10436;-0.000916049
10437;-0.00091017
10438;-0.000904689
10439;-0.00089963
10440;-0.000895011
10441;-0.000890849
10442;-0.000887163
10443;-0.000883964
10444;-0.000881267
10445;-0.000879081
10446;-0.000877415
10447;-0.000876275
10448;-0.000875666
10449;-0.000875588
10450;-0.000876044
10451;-0.000877029
10452;-0.000878541
10453;-0.000880573
10454;-0.000883117
10455;-0.000886163
10456;-0.000889698
10457;-0.000893708
10458;-0.000898177
10459;-0.000903087
10460;-0.000908419
10461;-0.000914151
10462;-0.000920261
10463;-0.000926724
10464;-0.000933514
10465;-0.000940605
10466;-0.000947969
10467;-0.000955575
10468;-0.000963395
10469;-0.000971396
10470;-0.000979548
10471;-0.000987818
10472;-0.000996172
10473;-0.00100458
10474;-0.001013
10475;-0.00102142
10476;-0.00102978
10477;-0.00103806
10478;-0.00104623
10479;-0.00105425
10480;-0.0010621
10481;-0.00106973
10482;-0.00107713
10483;-0.00108426
10484;-0.00109109
10485;-0.0010976
10486;-0.00110376
10487;-0.00110954
10488;-0.00111493
10489;-0.0011199
10490;-0.00112444
10491;-0.00112851
10492;-0.00113212
10493;-0.00113524
10494;-0.00113786
10495;-0.00113997
10496;-0.00114156
10497;-0.00114263
10498;-0.00114318
10499;-0.00114319
10500;-0.00114266
10501;-0.00114161
10502;-0.00114004
10503;-0.00113794
10504;-0.00113533
10505;-0.00113222
10506;-0.00112862
10507;-0.00112455
10508;-0.00112001
10509;-0.00111503
10510;-0.00110963
10511;-0.00110383
10512;-0.00109764
10513;-0.0010911
10514;-0.00108423
10515;-0.00107705
10516;-0.0010696
10517;-0.0010619
10518;-0.00105398
10519;-0.00104588
10520;-0.00103762
10521;-0.00102924
10522;-0.00102077
10523;-0.00101224
10524;-0.00100369
10525;-0.000995144
10526;-0.000986644
10527;-0.00097822
10528;-0.000969905
10529;-0.00096173
10530;-0.000953729
10531;-0.000945933
10532;-0.00093837
10533;-0.000931073
10534;-0.000924067
10535;-0.000917382
10536;-0.000911043
10537;-0.000905075
10538;-0.000899501
10539;-0.000894342
10540;-0.000889619
10541;-0.00088535
10542;-0.000881552
10543;-0.00087824
10544;-0.000875425
10545;-0.00087312
10546;-0.000871332
10547;-0.000870069
10548;-0.000869335
10549;-0.000869133
10550;-0.000869464
10551;-0.000870325
10552;-0.000871714
10553;-0.000873624
10554;-0.000876048
10555;-0.000878976
10556;-0.000882396
10557;-0.000886295
10558;-0.000890656
10559;-0.000895462
10560;-0.000900694
10561;-0.000906332
10562;-0.000912352
10563;-0.000918731
10564;-0.000925444
10565;-0.000932463
10566;-0.00093976
10567;-0.000947308
10568;-0.000955075
10569;-0.000963031
10570;-0.000971145
10571;-0.000979384
10572;-0.000987716
10573;-0.000996107
10574;-0.00100452
10575;-0.00101293
10576;-0.0010213
10577;-0.0010296
10578;-0.00103779
10579;-0.00104584
10580;-0.00105373
10581;-0.0010614
10582;-0.00106885
10583;-0.00107604
10584;-0.00108293
10585;-0.00108951
10586;-0.00109575
10587;-0.00110161
10588;-0.00110709
10589;-0.00111215
10590;-0.00111678
10591;-0.00112096
10592;-0.00112467
10593;-0.00112789
10594;-0.00113062
10595;-0.00113285
10596;-0.00113456
10597;-0.00113574
10598;-0.0011364
10599;-0.00113653
10600;-0.00113612
10601;-0.00113519
10602;-0.00113373
10603;-0.00113175
10604;-0.00112925
10605;-0.00112625
10606;-0.00112276
10607;-0.00111879
10608;-0.00111436
10609;-0.00110948
10610;-0.00110417
10611;-0.00109845
10612;-0.00109235
10613;-0.00108589
10614;-0.00107909
10615;-0.00107198
10616;-0.00106458
10617;-0.00105694
10618;-0.00104907
10619;-0.001041
10620;-0.00103278
10621;-0.00102442
10622;-0.00101597
10623;-0.00100745
10624;-0.000998898
10625;-0.00099035
10626;-0.000981837
10627;-0.000973393
10628;-0.00096505
10629;-0.000956841
10630;-0.000948797
10631;-0.000940951
10632;-0.000933332
10633;-0.000925971
10634;-0.000918897
10635;-0.000912136
10636;-0.000905715
10637;-0.000899659
10638;-0.000893992
10639;-0.000888736
10640;-0.000883911
10641;-0.000879536
10642;-0.000875628
10643;-0.000872201
10644;-0.000869271
10645;-0.000866846
10646;-0.000864937
10647;-0.000863552
10648;-0.000862695
10649;-0.000862369
10650;-0.000862575
10651;-0.000863313
10652;-0.000864578
10653;-0.000866367
10654;-0.000868671
10655;-0.000871481
10656;-0.000874785
10657;-0.000878572
10658;-0.000882824
10659;-0.000887526
10660;-0.000892658
10661;-0.0008982
10662;-0.00090413
10663;-0.000910424
10664;-0.000917057
10665;-0.000924003
10666;-0.000931234
10667;-0.000938721
10668;-0.000946435
10669;-0.000954345
10670;-0.000962419
10671;-0.000970626
10672;-0.000978933
10673;-0.000987307
10674;-0.000995715
10675;-0.00100412
10676;-0.0010125
10677;-0.00102081
10678;-0.00102902
10679;-0.0010371
10680;-0.00104502
10681;-0.00105274
10682;-0.00106023
10683;-0.00106748
10684;-0.00107443
10685;-0.00108108
10686;-0.00108739
10687;-0.00109334
10688;-0.0010989
10689;-0.00110405
10690;-0.00110878
10691;-0.00111305
10692;-0.00111686
10693;-0.0011202
10694;-0.00112304
10695;-0.00112537
10696;-0.0011272
10697;-0.0011285
10698;-0.00112927
10699;-0.00112952
10700;-0.00112923
10701;-0.00112841
10702;-0.00112707
10703;-0.0011252
10704;-0.00112282
10705;-0.00111994
10706;-0.00111655
10707;-0.00111269
10708;-0.00110836
10709;-0.00110358
10710;-0.00109836
10711;-0.00109273
10712;-0.00108672
10713;-0.00108033
10714;-0.00107361
10715;-0.00106657
10716;-0.00105923
10717;-0.00105164
10718;-0.00104382
10719;-0.0010358
10720;-0.00102761
10721;-0.00101928
10722;-0.00101084
10723;-0.00100234
10724;-0.000993791
10725;-0.00098524
10726;-0.000976716
10727;-0.000968254
10728;-0.000959885
10729;-0.000951642
10730;-0.000943558
10731;-0.000935665
10732;-0.000927992
10733;-0.000920569
10734;-0.000913427
10735;-0.000906592
10736;-0.000900091
10737;-0.000893949
10738;-0.000888191
10739;-0.000882839
10740;-0.000877913
10741;-0.000873432
10742;-0.000869415
10743;-0.000865876
10744;-0.00086283
10745;-0.000860288
10746;-0.000858259
10747;-0.000856751
10748;-0.000855771
10749;-0.000855321
10750;-0.000855403
10751;-0.000856017
10752;-0.00085716
10753;-0.000858826
10754;-0.00086101
10755;-0.000863702
10756;-0.000866891
10757;-0.000870565
10758;-0.000874708
10759;-0.000879305
10760;-0.000884336
10761;-0.000889782
10762;-0.00089562
10763;-0.000901829
10764;-0.000908381
10765;-0.000915253
10766;-0.000922416
10767;-0.000929842
10768;-0.000937501
10769;-0.000945363
10770;-0.000953397
10771;-0.00096157
10772;-0.000969851
10773;-0.000978207
10774;-0.000986604
10775;-0.000995009
10776;-0.00100339
10777;-0.00101171
10778;-0.00101994
10779;-0.00102805
10780;-0.001036
10781;-0.00104376
10782;-0.0010513
10783;-0.0010586
10784;-0.00106562
10785;-0.00107233
10786;-0.00107872
10787;-0.00108474
10788;-0.00109039
10789;-0.00109563
10790;-0.00110045
10791;-0.00110483
10792;-0.00110874
10793;-0.00111218
10794;-0.00111513
10795;-0.00111758
10796;-0.00111951
10797;-0.00112093
10798;-0.00112182
10799;-0.00112218
10800;-0.00112201
10801;-0.00112132
10802;-0.00112009
10803;-0.00111834
10804;-0.00111607
10805;-0.0011133
10806;-0.00111002
10807;-0.00110627
10808;-0.00110204
10809;-0.00109736
10810;-0.00109224
10811;-0.0010867
10812;-0.00108077
10813;-0.00107447
10814;-0.00106782
10815;-0.00106085
10816;-0.00105358
10817;-0.00104604
10818;-0.00103827
10819;-0.00103029
10820;-0.00102214
10821;-0.00101383
10822;-0.00100542
10823;-0.000996929
10824;-0.00098839
10825;-0.000979838
10826;-0.000971306
10827;-0.000962827
10828;-0.000954434
10829;-0.000946161
10830;-0.000938038
10831;-0.000930099
10832;-0.000922373
10833;-0.000914891
10834;-0.000907683
10835;-0.000900775
10836;-0.000894196
10837;-0.00088797
10838;-0.000882122
10839;-0.000876674
10840;-0.000871649
10841;-0.000867065
10842;-0.00086294
10843;-0.000859289
10844;-0.000856128
10845;-0.000853469
10846;-0.00085132
10847;-0.000849692
10848;-0.000848589
10849;-0.000848016
10850;-0.000847974
10851;-0.000848464
10852;-0.000849484
10853;-0.000851029
10854;-0.000853092
10855;-0.000855666
10856;-0.000858739
10857;-0.0008623
10858;-0.000866334
10859;-0.000870824
10860;-0.000875754
10861;-0.000881103
10862;-0.000886849
10863;-0.00089297
10864;-0.000899442
10865;-0.000906238
10866;-0.000913332
10867;-0.000920695
10868;-0.000928298
10869;-0.000936111
10870;-0.000944103
10871;-0.000952242
10872;-0.000960495
10873;-0.000968831
10874;-0.000977215
10875;-0.000985616
10876;-0.000993998
10877;-0.00100233
10878;-0.00101058
10879;-0.00101871
10880;-0.00102669
10881;-0.00103449
10882;-0.00104209
10883;-0.00104944
10884;-0.00105651
10885;-0.00106329
10886;-0.00106975
10887;-0.00107585
10888;-0.00108158
10889;-0.00108691
10890;-0.00109183
10891;-0.0010963
10892;-0.00110032
10893;-0.00110386
10894;-0.00110692
10895;-0.00110948
10896;-0.00111153
10897;-0.00111306
10898;-0.00111407
10899;-0.00111455
10900;-0.0011145
10901;-0.00111392
10902;-0.00111281
10903;-0.00111117
10904;-0.00110902
10905;-0.00110636
10906;-0.0011032
10907;-0.00109955
10908;-0.00109543
10909;-0.00109084
10910;-0.00108582
10911;-0.00108038
10912;-0.00107454
10913;-0.00106831
10914;-0.00106174
10915;-0.00105484
10916;-0.00104764
10917;-0.00104016
10918;-0.00103244
10919;-0.0010245
10920;-0.00101639
10921;-0.00100812
10922;-0.000999728
10923;-0.000991251
10924;-0.000982721
10925;-0.000974169
10926;-0.00096563
10927;-0.000957137
10928;-0.000948722
10929;-0.000940419
10930;-0.00093226
10931;-0.000924277
10932;-0.0009165
10933;-0.000908961
10934;-0.000901688
10935;-0.000894709
10936;-0.000888053
10937;-0.000881744
10938;-0.000875808
10939;-0.000870267
10940;-0.000865143
10941;-0.000860456
10942;-0.000856225
10943;-0.000852464
10944;-0.000849189
10945;-0.000846413
10946;-0.000844146
10947;-0.000842397
10948;-0.000841172
10949;-0.000840476
10950;-0.000840311
10951;-0.000840678
10952;-0.000841575
10953;-0.000842997
10954;-0.00084494
10955;-0.000847395
10956;-0.000850353
10957;-0.0008538
10958;-0.000857724
10959;-0.000862108
10960;-0.000866935
10961;-0.000872186
10962;-0.000877839
10963;-0.000883872
10964;-0.000890262
10965;-0.000896981
10966;-0.000904005
10967;-0.000911304
10968;-0.00091885
10969;-0.000926612
10970;-0.000934561
10971;-0.000942663
10972;-0.000950888
10973;-0.000959202
10974;-0.000967573
10975;-0.000975967
10976;-0.000984351
10977;-0.000992691
10978;-0.00100096
10979;-0.00100911
10980;-0.00101712
10981;-0.00102496
10982;-0.0010326
10983;-0.00104
10984;-0.00104714
10985;-0.00105399
10986;-0.00106051
10987;-0.00106669
10988;-0.00107251
10989;-0.00107793
10990;-0.00108293
10991;-0.0010875
10992;-0.00109162
10993;-0.00109527
10994;-0.00109843
10995;-0.0011011
10996;-0.00110327
10997;-0.00110491
10998;-0.00110604
10999;-0.00110663
11000;-0.0011067
11001;-0.00110624
11002;-0.00110525
11003;-0.00110373
11004;-0.0011017
11005;-0.00109915
11006;-0.0010961
11007;-0.00109256
11008;-0.00108854
11009;-0.00108406
11010;-0.00107914
11011;-0.00107379
11012;-0.00106803
11013;-0.00106189
11014;-0.0010554
11015;-0.00104857
11016;-0.00104143
11017;-0.00103402
11018;-0.00102635
11019;-0.00101846
11020;-0.00101038
11021;-0.00100215
11022;-0.000993782
11023;-0.000985324
11024;-0.000976803
11025;-0.000968255
11026;-0.000959711
11027;-0.000951205
11028;-0.000942771
11029;-0.00093444
11030;-0.000926246
11031;-0.000918221
11032;-0.000910395
11033;-0.0009028
11034;-0.000895464
11035;-0.000888416
11036;-0.000881685
11037;-0.000875295
11038;-0.000869272
11039;-0.000863639
11040;-0.000858418
11041;-0.00085363
11042;-0.000849292
11043;-0.000845422
11044;-0.000842035
11045;-0.000839143
11046;-0.000836758
11047;-0.000834889
11048;-0.000833542
11049;-0.000832724
11050;-0.000832436
11051;-0.00083268
11052;-0.000833454
11053;-0.000834755
11054;-0.000836577
11055;-0.000838913
11056;-0.000841754
11057;-0.000845087
11058;-0.000848901
11059;-0.000853178
11060;-0.000857902
11061;-0.000863054
11062;-0.000868613
11063;-0.000874558
11064;-0.000880863
11065;-0.000887506
11066;-0.000894458
11067;-0.000901692
11068;-0.000909179
11069;-0.00091689
11070;-0.000924793
11071;-0.000932858
11072;-0.000941053
11073;-0.000949344
11074;-0.0009577
11075;-0.000966086
11076;-0.000974469
11077;-0.000982817
11078;-0.000991096
11079;-0.000999273
11080;-0.00100732
11081;-0.00101519
11082;-0.00102287
11083;-0.00103033
11084;-0.00103752
11085;-0.00104443
11086;-0.00105103
11087;-0.00105729
11088;-0.00106318
11089;-0.00106868
11090;-0.00107378
11091;-0.00107845
11092;-0.00108267
11093;-0.00108642
11094;-0.00108969
11095;-0.00109247
11096;-0.00109475
11097;-0.00109651
11098;-0.00109775
11099;-0.00109847
11100;-0.00109865
11101;-0.00109831
11102;-0.00109744
11103;-0.00109604
11104;-0.00109412
11105;-0.00109168
11106;-0.00108874
11107;-0.00108531
11108;-0.0010814
11109;-0.00107702
11110;-0.0010722
11111;-0.00106695
11112;-0.00106128
11113;-0.00105523
11114;-0.00104881
11115;-0.00104206
11116;-0.00103499
11117;-0.00102764
11118;-0.00102002
11119;-0.00101218
11120;-0.00100415
11121;-0.000995944
11122;-0.000987607
11123;-0.000979168
11124;-0.00097066
11125;-0.000962116
11126;-0.000953569
11127;-0.000945053
